source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,sources,tfregulons_level
P23771,Q14511,GATA3,NEDD9,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O00533,GATA3,CHL1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,Q99985,GATA3,SEMA3C,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P04155,GATA3,TFF1,1,0,0,1,0,0,NA,DoRothEA;IntAct;PAZAR,A
P23771,Q8IWU5,GATA3,SULF2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,P27482,GATA3,CALML3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,O94972,GATA3,TRIM37,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P42224,P23771,STAT1,GATA3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;RegNetwork;TRED,A
P23771,Q11201,GATA3,ST3GAL1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q96QK8,GATA3,SMIM14,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q9C0B1,GATA3,FTO,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O75410,GATA3,TACC1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P37275,GATA3,ZEB1,1,1,0,1,1,0,NA,DoRothEA;PAZAR;TRRUST,A
P23771,Q9UH73,GATA3,EBF1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9UH73,P23771,EBF1,GATA3,1,0,0,0,0,0,NA,ENCODE_distal,B
P23771,Q00534,GATA3,CDK6,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q6XE24,GATA3,RBMS3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9H3D4,GATA3,TP63,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q969W9,GATA3,PMEPA1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O14683,GATA3,TP53I11,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q68DA7,GATA3,FMN1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9ULD9,GATA3,ZNF608,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q96JW4,GATA3,SLC41A2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q92556,GATA3,ELMO1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q16890,GATA3,TPD52L1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q5VTQ0,GATA3,TTC39B,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P48051,GATA3,KCNJ6,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P01106,GATA3,MYC,1,0,0,1,0,0,NA,DoRothEA;IntAct;PAZAR,A
P23771,O95470,GATA3,SGPL1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8N264,GATA3,ARHGAP24,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q13822,GATA3,ENPP2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q06330,GATA3,RBPJ,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B;D
Q06330,P23771,RBPJ,GATA3,1,0,0,0,0,0,NA,DoRothEA;KEGG,B;D
P23771,Q02763,GATA3,TEK,1,1,0,1,1,0,NA,DoRothEA;HTRI;HTRIdb;TRRUST,A
P23771,Q9BXS4,GATA3,TMEM59,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,O95069,GATA3,KCNK2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8ND30,GATA3,PPFIBP2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P17655,GATA3,CAPN2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P60953,GATA3,CDC42,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,O43795,GATA3,MYO1B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P80303,GATA3,NUCB2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,O94988,GATA3,FAM13A,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9P2P5,GATA3,HECW2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q14699,GATA3,RFTN1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q96BY6,GATA3,DOCK10,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8IVL0,GATA3,NAV3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UPQ9,GATA3,TNRC6B,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q99814,GATA3,EPAS1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P49796,GATA3,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q86WG5,GATA3,SBF2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR;ReMap,B
P23771,Q68CZ2,GATA3,TNS3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UKV0,GATA3,HDAC9,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9H6U6,GATA3,BCAS3,1,0,0,1,0,0,NA,DoRothEA;IntAct;PAZAR;ReMap,A
P23771,Q9UI08,GATA3,EVL,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
P23771,Q9H6Z9,GATA3,EGLN3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UG56,GATA3,PISD,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,O43390,GATA3,HNRNPR,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P21579,GATA3,SYT1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q03060,GATA3,CREM,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,Q05397,GATA3,PTK2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P15907,GATA3,ST6GAL1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q6ZNL6,GATA3,FGD5,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O00167,GATA3,EYA2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O75665,GATA3,OFD1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q9UQD0,GATA3,SCN8A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q8N6G6,GATA3,ADAMTSL1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q15306,GATA3,IRF4,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q15306,P23771,IRF4,GATA3,1,0,0,0,0,0,NA,ENCODE_distal,C
P23771,Q53QZ3,GATA3,ARHGAP15,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8WX93,GATA3,PALLD,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,A7KAX9,GATA3,ARHGAP32,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q99081,GATA3,TCF12,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q99081,P23771,TCF12,GATA3,1,0,0,0,0,0,NA,ENCODE_distal;ENCODE_proximal,B
P23771,Q9Y3M8,GATA3,STARD13,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR;ReMap,B
P23771,Q14563,GATA3,SEMA3A,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9C0D0,GATA3,PHACTR1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9UL17,P23771,TBX21,GATA3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;KEGG;TRRUST,A
P23771,O95825,GATA3,CRYZL1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,O15327,GATA3,INPP4B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P61587,GATA3,RND3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UHB6,GATA3,LIMA1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9BYG5,GATA3,PARD6B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q13905,GATA3,RAPGEF1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q03001,GATA3,DST,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q6ZMP0,GATA3,THSD4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UKI8,GATA3,TLK1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8N6D2,GATA3,RNF182,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,O94788,GATA3,ALDH1A2,1,0,0,1,0,0,NA,DoRothEA;ReMap;TRRUST,B
P23771,P52803,GATA3,EFNA5,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q5T848,GATA3,GPR158,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q70YC4,GATA3,ZNF365,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P12830,GATA3,CDH1,1,1,0,1,1,0,NA,DoRothEA;PAZAR;ReMap;TRRUST,A
P23771,Q9BXB5,GATA3,OSBPL10,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P05305,GATA3,EDN1,1,0,0,1,0,0,NA,DoRothEA;ENCODE_proximal;HTRI;HTRIdb;PAZAR,A
P23771,P29558,GATA3,RBMS1,1,0,0,1,0,0,NA,DoRothEA;HTRI;HTRIdb;PAZAR;ReMap,A
P23771,Q9HA82,GATA3,CERS4,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q14643,GATA3,ITPR1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9ULU4,GATA3,ZMYND8,1,0,0,1,0,0,NA,DoRothEA;ENCODE_proximal;PAZAR;ReMap,B
P23771,Q93062,GATA3,RBPMS,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR;ReMap,B
P23771,P11171,GATA3,EPB41,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P35221,GATA3,CTNNA1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9NZC4,GATA3,EHF,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O15315,GATA3,RAD51B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P06241,GATA3,FYN,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q15262,GATA3,PTPRK,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P08473,GATA3,MME,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P61601,GATA3,NCALD,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9BX63,GATA3,BRIP1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q96CP6,GATA3,GRAMD1A,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q9HC35,GATA3,EML4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P13232,GATA3,IL7,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q04727,GATA3,TLE4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O95835,GATA3,LATS1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q9Y6W8,GATA3,ICOS,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,P55327,GATA3,TPD52,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P37268,GATA3,FDFT1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,O60462,GATA3,NRP2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O15075,GATA3,DCLK1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q70YC5,GATA3,ZNF365,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O15041,GATA3,SEMA3E,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q92887,GATA3,ABCC2,1,0,0,1,0,0,NA,DoRothEA;HTRI;HTRIdb;PAZAR,A
P23771,Q9Y2B9,GATA3,PKIG,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q58DX5,GATA3,NAALADL2,1,0,0,1,0,0,NA,DoRothEA;ENCODE_proximal;PAZAR;ReMap,B
P23771,P43694,GATA3,GATA4,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q9Y4K0,GATA3,LOXL2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q5VTB9,GATA3,RNF220,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q15111,GATA3,PLCL1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9Y2D4,GATA3,EXOC6B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q86YN6,GATA3,PPARGC1B,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q8WYA6,GATA3,CTNNBL1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q99626,GATA3,CDX2,1,1,0,1,1,0,NA,DoRothEA;PAZAR;TRRUST,A
P23771,Q16394,GATA3,EXT1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8WW38,GATA3,ZFPM2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q86YH2,GATA3,ZNF280B,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q14159,GATA3,SPIDR,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,P10586,GATA3,PTPRF,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q9H7X0,GATA3,NAA60,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q8IZ41,GATA3,RASEF,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9C0A6,GATA3,SETD5,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q7Z6J6,GATA3,FRMD5,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,O94955,GATA3,RHOBTB3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q4G0N4,GATA3,NADK2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q5TF21,GATA3,SOGA3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,P08887,GATA3,IL6R,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q9ULB4,GATA3,CDH9,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q9UBR1,GATA3,UPB1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q9BY67,GATA3,CADM1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q12934,GATA3,BFSP1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q330K2,GATA3,NDUFAF6,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8WVP7,GATA3,LMBR1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P60604,GATA3,UBE2G2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P10276,GATA3,RARA,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P19021,GATA3,PAM,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9ULD2,GATA3,MTUS1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UKV3,GATA3,ACIN1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P11137,GATA3,MAP2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q96LZ7,GATA3,RMDN2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,O15021,GATA3,MAST4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8IYB1,GATA3,MB21D2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P62328,GATA3,TMSB4X,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P48426,GATA3,PIP4K2A,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q09666,GATA3,AHNAK,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P46939,GATA3,UTRN,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9Y2J0,GATA3,RPH3A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
P23771,Q96GC9,GATA3,VMP1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P39880,GATA3,CUX1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q6ZMY3,GATA3,SPOCD1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,Q13085,GATA3,ACACA,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q9Y2W1,GATA3,THRAP3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P60900,GATA3,PSMA6,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P14866,GATA3,HNRNPL,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,Q9BXI9,GATA3,C1QTNF6,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P84022,GATA3,SMAD3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P62256,GATA3,UBE2H,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q2KHT3,GATA3,CLEC16A,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UHW9,GATA3,SLC12A6,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,Q68DK2,GATA3,ZFYVE26,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,G2XKQ0,GATA3,SUMO1P1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8TDX7,GATA3,NEK7,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9NQ66,GATA3,PLCB1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q15583,GATA3,TGIF1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,P49773,GATA3,HINT1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,A2RUB6,GATA3,CCDC66,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,O60547,GATA3,GMDS,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q6ZQN7,GATA3,SLCO4C1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;TRRUST,A
P23771,P16519,GATA3,PCSK2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,O76038,GATA3,SCGN,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,O60733,GATA3,PLA2G6,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,A0AV96,GATA3,RBM47,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UNF0,GATA3,PACSIN2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O00180,GATA3,KCNK1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UM73,GATA3,ALK,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8WWI5,GATA3,SLC44A1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8ND25,GATA3,ZNRF1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O00327,GATA3,ARNTL,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q12913,GATA3,PTPRJ,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P61278,GATA3,SST,1,0,0,1,0,0,NA,DoRothEA;HTRI;HTRIdb;PAZAR,A
P23771,Q9HC56,GATA3,PCDH9,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9H9G7,GATA3,AGO3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,Q6YHU6,GATA3,THADA,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q92831,GATA3,KAT2B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9BPZ7,GATA3,MAPKAP1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O60602,GATA3,TLR5,1,0,0,1,0,0,NA,DoRothEA;HTRI;HTRIdb;PAZAR,A
P23771,Q8WUD4,GATA3,CCDC12,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UKB1,GATA3,FBXW11,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
P23771,P37231,GATA3,PPARG,1,0,1,1,0,1,NA,DoRothEA;HTRI;HTRIdb;JASPAR_v2018;PAZAR;ReMap;Signor,A;D
P37231,P23771,PPARG,GATA3,1,0,0,0,0,0,NA,DoRothEA;RegNetwork;TRED,A;D
P23771,Q71F56,GATA3,MED13L,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q6PJG2,GATA3,ELMSAN1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P62508,GATA3,ESRRG,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q7Z3G6,GATA3,PRICKLE2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8N2I9,GATA3,STK40,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q9NQB0,GATA3,TCF7L2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;TRRUST,A;D
Q9NQB0,P23771,TCF7L2,GATA3,1,0,0,0,0,0,NA,DoRothEA;TRRUST,A;D
P23771,Q13948,GATA3,CUX1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UPW0,GATA3,FOXJ3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P20908,GATA3,COL5A1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,O94876,GATA3,TMCC1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,Q96EG1,GATA3,ARSG,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,P20962,GATA3,PTMS,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
P23771,O75094,GATA3,SLIT3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q8NA03,GATA3,FSIP1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9UF47,GATA3,DNAJC5B,1,0,0,1,0,0,NA,DoRothEA;ENCODE_proximal;PAZAR;ReMap,B
P23771,Q9NWM3,GATA3,CUEDC1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q96JQ2,GATA3,CLMN,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q9Y6E2,GATA3,BZW2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,P42331,GATA3,ARHGAP25,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;HOCOMOCO_v11;PAZAR,B
P23771,Q10471,GATA3,GALNT2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P23771,P50851,GATA3,LRBA,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
P23771,Q86SR1,GATA3,GALNT10,1,0,0,1,0,0,NA,DoRothEA;HTRI;HTRIdb;PAZAR;ReMap,A
P23771,Q06710,GATA3,PAX8,1,0,0,1,0,0,NA,DoRothEA;PAZAR,A;D
Q06710,P23771,PAX8,GATA3,1,0,0,1,0,0,NA,DoRothEA;TFe,A;D
P23771,Q9BZK7,GATA3,TBL1XR1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23771,Q674X7,GATA3,KAZN,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
P23771,Q96A65,GATA3,EXOC4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
