X5062,X815,X1457,X1022,X9261,X5581,X5601,X983,X5592,X8317,X5599,X5170,X1459,X1017,X2931,X1020,X1445,X1025,X8445,X3643,X9212,X6733,X55872,X91754,X5602,X84630,X891,X4137,X3725,X7003,X5090,X4609,X5914,X5993,X2034,X1874,X3091,X10664,X3169,X7020,X2625,X4790,X6772,X3516,X2099,X5970,X3170,X4212,X1958,X466,X2114,X3172,X4800,X3659,X6688,X4654,X2305,X5989,X3661,X6670,X5452,X6657,X6925,X1386,X6720,X6721,X8626,X11016,X6774,X2313,X6773,X2627,X864,X9839,X3297,X5460,X6662,X688,X4899,X5316,X10320,X6777,X6689,X4335,X7025,X1045,X4601,X9575,X1523,X6928,X7023,X7027,X4149,X4150,X7975,X51621,X10661,X429,X9112,X4152
1,-1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
