XMetab__190___c____,XMetab__190___e____,XMetab__9750___e____,XMetab__9750___m____,XMetab__9750___c____,XMetab__588___e____,XMetab__588___c____,XMetab__700___e____,XMetab__700___c____,XMetab__5961___e____,XMetab__5961___c____,XMetab__5961___m____,XMetab__790___c____,XMetab__790___e____,XMetab__790___x____,XMetab__6021___e____,XMetab__6021___c____,XMetab__6426851___c____,XMetab__6426851___e____,XMetab__107738___c____,XMetab__107738___e____,XMetab__107738___m____,XMetab__107738___x____,XMetab__1110___m____,XMetab__1110___x____,XMetab__1110___c____,XMetab__1110___e____,XMetab__6029___c____,XMetab__6029___l____,XMetab__6029___n____,XMetab__6029___e____
-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
